Lot_ID,Process_Seq,Process_Step,Equipment_ID,Recipe,Process_Date
LOT_202603_0064,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-28
LOT_202603_0064,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-29
LOT_202603_0064,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-30
LOT_202603_0065,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-26
LOT_202603_0065,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-27
LOT_202603_0065,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-28
LOT_202603_0065,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-29
LOT_202603_0065,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-30
LOT_202603_0066,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-16
LOT_202603_0066,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-17
LOT_202603_0066,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-18
LOT_202603_0066,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-19
LOT_202603_0066,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-20
LOT_202603_0067,1,Lithography,EQP_LITHO_03,RCP_LIT_01,2026-03-21
LOT_202603_0067,2,Etch,EQP_ETCH_03,RCP_ETC_04,2026-03-22
LOT_202603_0067,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-23
LOT_202603_0067,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-24
LOT_202603_0067,5,Inspection,EQP_INSP_02,RCP_INS_02,2026-03-25
LOT_202603_0068,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-07
LOT_202603_0068,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-08
LOT_202603_0068,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-09
LOT_202603_0068,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-10
LOT_202603_0068,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-11
LOT_202603_0069,1,Lithography,EQP_LITHO_03,RCP_LIT_04,2026-03-04
LOT_202603_0069,2,Etch,EQP_ETCH_04,RCP_ETC_03,2026-03-05
LOT_202603_0069,3,Deposition,EQP_DEP_01,RCP_DEP_01,2026-03-06
LOT_202603_0069,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-07
LOT_202603_0069,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-08
LOT_202603_0070,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-01
LOT_202603_0070,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-02
LOT_202603_0070,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-03
LOT_202603_0070,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-04
LOT_202603_0070,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-05
LOT_202603_0071,1,Lithography,EQP_LITHO_03,RCP_LIT_04,2026-03-05
LOT_202603_0071,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-06
LOT_202603_0071,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-07
LOT_202603_0071,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-08
LOT_202603_0071,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-09
LOT_202603_0072,1,Lithography,EQP_LITHO_02,RCP_LIT_01,2026-03-23
LOT_202603_0072,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-24
LOT_202603_0072,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-25
LOT_202603_0072,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-26
LOT_202603_0072,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-27
LOT_202603_0073,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-26
LOT_202603_0073,2,Etch,EQP_ETCH_01,RCP_ETC_04,2026-03-27
LOT_202603_0073,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-28
LOT_202603_0073,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-29
LOT_202603_0073,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-30
LOT_202603_0074,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-10
LOT_202603_0074,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-11
LOT_202603_0074,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-12
LOT_202603_0074,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-13
LOT_202603_0074,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-14
LOT_202603_0075,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-22
LOT_202603_0075,2,Etch,EQP_ETCH_04,RCP_ETC_01,2026-03-23
LOT_202603_0075,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-24
LOT_202603_0075,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-25
LOT_202603_0075,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-26
LOT_202603_0076,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-05
LOT_202603_0076,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-06
LOT_202603_0076,3,Deposition,EQP_DEP_01,RCP_DEP_04,2026-03-07
LOT_202603_0076,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-08
LOT_202603_0076,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-09
LOT_202603_0077,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-04
LOT_202603_0077,2,Etch,EQP_ETCH_02,RCP_ETC_04,2026-03-05
LOT_202603_0077,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-06
LOT_202603_0077,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-07
LOT_202603_0077,5,Inspection,EQP_INSP_02,RCP_INS_02,2026-03-08
LOT_202603_0078,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-02
LOT_202603_0078,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-03
LOT_202603_0078,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-04
LOT_202603_0078,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-05
LOT_202603_0078,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-06
LOT_202603_0079,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-20
LOT_202603_0079,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-21
LOT_202603_0079,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-22
LOT_202603_0079,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-23
LOT_202603_0079,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-24
LOT_202603_0080,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-10
LOT_202603_0080,2,Etch,EQP_ETCH_04,RCP_ETC_01,2026-03-11
LOT_202603_0080,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-12
LOT_202603_0080,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-13
LOT_202603_0080,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-14
LOT_202603_0081,1,Lithography,EQP_LITHO_02,RCP_LIT_01,2026-03-26
LOT_202603_0081,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-27
LOT_202603_0081,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-28
LOT_202603_0081,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-29
LOT_202603_0081,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-30
LOT_202603_0082,1,Lithography,EQP_LITHO_04,RCP_LIT_04,2026-03-19
LOT_202603_0082,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-20
LOT_202603_0082,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-21
LOT_202603_0082,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-22
LOT_202603_0082,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-23
LOT_202603_0083,1,Lithography,EQP_LITHO_04,RCP_LIT_04,2026-03-26
LOT_202603_0083,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-27
LOT_202603_0083,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-28
LOT_202603_0083,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-29
LOT_202603_0083,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-30
LOT_202603_0084,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-01
LOT_202603_0084,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-02
LOT_202603_0084,3,Deposition,EQP_DEP_02,RCP_DEP_04,2026-03-03
LOT_202603_0084,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-04
LOT_202603_0084,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-05
LOT_202603_0085,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-24
LOT_202603_0085,2,Etch,EQP_ETCH_04,RCP_ETC_03,2026-03-25
LOT_202603_0085,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-26
LOT_202603_0085,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-27
LOT_202603_0085,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-28
LOT_202603_0086,1,Lithography,EQP_LITHO_04,RCP_LIT_04,2026-03-05
LOT_202603_0086,2,Etch,EQP_ETCH_03,RCP_ETC_04,2026-03-06
LOT_202603_0086,3,Deposition,EQP_DEP_01,RCP_DEP_01,2026-03-07
LOT_202603_0086,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-08
LOT_202603_0086,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-09
LOT_202603_0087,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-13
LOT_202603_0087,2,Etch,EQP_ETCH_01,RCP_ETC_04,2026-03-14
LOT_202603_0087,3,Deposition,EQP_DEP_02,RCP_DEP_04,2026-03-15
LOT_202603_0087,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-16
LOT_202603_0087,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-17
LOT_202603_0088,1,Lithography,EQP_LITHO_01,RCP_LIT_01,2026-03-04
LOT_202603_0088,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-05
LOT_202603_0088,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-06
LOT_202603_0088,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-07
LOT_202603_0088,5,Inspection,EQP_INSP_02,RCP_INS_02,2026-03-08
LOT_202603_0089,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-16
LOT_202603_0089,2,Etch,EQP_ETCH_03,RCP_ETC_01,2026-03-17
LOT_202603_0089,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-18
LOT_202603_0089,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-19
LOT_202603_0089,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-20
LOT_202603_0090,1,Lithography,EQP_LITHO_02,RCP_LIT_03,2026-03-24
LOT_202603_0090,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-25
LOT_202603_0090,3,Deposition,EQP_DEP_02,RCP_DEP_04,2026-03-26
LOT_202603_0090,4,CMP,EQP_CMP_02,RCP_CMP_04,2026-03-27
LOT_202603_0090,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-28
LOT_202603_0091,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-16
LOT_202603_0091,2,Etch,EQP_ETCH_04,RCP_ETC_02,2026-03-17
LOT_202603_0091,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-18
LOT_202603_0091,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-19
LOT_202603_0091,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-20
LOT_202603_0092,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-23
LOT_202603_0092,2,Etch,EQP_ETCH_03,RCP_ETC_04,2026-03-24
LOT_202603_0092,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-25
LOT_202603_0092,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-26
LOT_202603_0092,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-27
LOT_202603_0093,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-02
LOT_202603_0093,2,Etch,EQP_ETCH_04,RCP_ETC_01,2026-03-03
LOT_202603_0093,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-04
LOT_202603_0093,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-05
LOT_202603_0093,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-06
LOT_202603_0094,1,Lithography,EQP_LITHO_04,RCP_LIT_03,2026-03-17
LOT_202603_0094,2,Etch,EQP_ETCH_02,RCP_ETC_04,2026-03-18
LOT_202603_0094,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-19
LOT_202603_0094,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-20
LOT_202603_0094,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-21
LOT_202603_0095,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-28
LOT_202603_0095,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-29
LOT_202603_0095,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-30
LOT_202603_0095,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-31
LOT_202603_0095,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-04-01
LOT_202603_0096,1,Lithography,EQP_LITHO_04,RCP_LIT_04,2026-03-27
LOT_202603_0096,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-28
LOT_202603_0096,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-29
LOT_202603_0096,4,CMP,EQP_CMP_03,RCP_CMP_04,2026-03-30
LOT_202603_0096,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-31
LOT_202603_0097,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-20
LOT_202603_0097,2,Etch,EQP_ETCH_04,RCP_ETC_02,2026-03-21
LOT_202603_0097,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-22
LOT_202603_0097,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-23
LOT_202603_0097,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-24
LOT_202603_0098,1,Lithography,EQP_LITHO_02,RCP_LIT_03,2026-03-24
LOT_202603_0098,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-25
LOT_202603_0098,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-26
LOT_202603_0098,4,CMP,EQP_CMP_03,RCP_CMP_02,2026-03-27
LOT_202603_0098,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-28
LOT_202603_0099,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-12
LOT_202603_0099,2,Etch,EQP_ETCH_02,RCP_ETC_01,2026-03-13
LOT_202603_0099,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-14
LOT_202603_0099,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-15
LOT_202603_0099,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-16
LOT_202603_0100,1,Lithography,EQP_LITHO_01,RCP_LIT_04,2026-03-18
LOT_202603_0100,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-19
LOT_202603_0100,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-20
LOT_202603_0100,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-21
LOT_202603_0100,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-22
LOT_202603_0101,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-03
LOT_202603_0101,2,Etch,EQP_ETCH_01,RCP_ETC_04,2026-03-04
LOT_202603_0101,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-05
LOT_202603_0101,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-06
LOT_202603_0101,5,Inspection,EQP_INSP_03,RCP_INS_02,2026-03-07
LOT_202603_0102,1,Lithography,EQP_LITHO_03,RCP_LIT_04,2026-03-28
LOT_202603_0102,2,Etch,EQP_ETCH_02,RCP_ETC_04,2026-03-29
LOT_202603_0102,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-30
LOT_202603_0102,4,CMP,EQP_CMP_01,RCP_CMP_01,2026-03-31
LOT_202603_0102,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-04-01
LOT_202603_0103,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-01
LOT_202603_0103,2,Etch,EQP_ETCH_04,RCP_ETC_03,2026-03-02
LOT_202603_0103,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-03
LOT_202603_0103,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-04
LOT_202603_0103,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-05
LOT_202603_0104,1,Lithography,EQP_LITHO_01,RCP_LIT_04,2026-03-01
LOT_202603_0104,2,Etch,EQP_ETCH_04,RCP_ETC_02,2026-03-02
LOT_202603_0104,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-03
LOT_202603_0104,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-04
LOT_202603_0104,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-05
LOT_202603_0105,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-19
LOT_202603_0105,2,Etch,EQP_ETCH_01,RCP_ETC_03,2026-03-20
LOT_202603_0105,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-21
LOT_202603_0105,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-22
LOT_202603_0105,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-23
LOT_202603_0106,1,Lithography,EQP_LITHO_01,RCP_LIT_04,2026-03-11
LOT_202603_0106,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-12
LOT_202603_0106,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-13
LOT_202603_0106,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-14
LOT_202603_0106,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-15
LOT_202603_0107,1,Lithography,EQP_LITHO_01,RCP_LIT_03,2026-03-05
LOT_202603_0107,2,Etch,EQP_ETCH_04,RCP_ETC_02,2026-03-06
LOT_202603_0107,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-07
LOT_202603_0107,4,CMP,EQP_CMP_02,RCP_CMP_04,2026-03-08
LOT_202603_0107,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-09
LOT_202603_0108,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-12
LOT_202603_0108,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-13
LOT_202603_0108,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-14
LOT_202603_0108,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-15
LOT_202603_0108,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-16
LOT_202603_0109,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-03
LOT_202603_0109,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-04
LOT_202603_0109,3,Deposition,EQP_DEP_03,RCP_DEP_02,2026-03-05
LOT_202603_0109,4,CMP,EQP_CMP_03,RCP_CMP_02,2026-03-06
LOT_202603_0109,5,Inspection,EQP_INSP_02,RCP_INS_02,2026-03-07
LOT_202603_0110,1,Lithography,EQP_LITHO_02,RCP_LIT_04,2026-03-01
LOT_202603_0110,2,Etch,EQP_ETCH_03,RCP_ETC_04,2026-03-02
LOT_202603_0110,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-03
LOT_202603_0110,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-04
LOT_202603_0110,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-05
LOT_202603_0111,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-01
LOT_202603_0111,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-02
LOT_202603_0111,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-03
LOT_202603_0111,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-04
LOT_202603_0111,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-05
LOT_202603_0112,1,Lithography,EQP_LITHO_01,RCP_LIT_01,2026-03-08
LOT_202603_0112,2,Etch,EQP_ETCH_04,RCP_ETC_01,2026-03-09
LOT_202603_0112,3,Deposition,EQP_DEP_01,RCP_DEP_03,2026-03-10
LOT_202603_0112,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-11
LOT_202603_0112,5,Inspection,EQP_INSP_02,RCP_INS_01,2026-03-12
LOT_202603_0113,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-10
LOT_202603_0113,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-11
LOT_202603_0113,3,Deposition,EQP_DEP_01,RCP_DEP_01,2026-03-12
LOT_202603_0113,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-13
LOT_202603_0113,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-14
LOT_202603_0114,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-11
LOT_202603_0114,2,Etch,EQP_ETCH_03,RCP_ETC_03,2026-03-12
LOT_202603_0114,3,Deposition,EQP_DEP_01,RCP_DEP_04,2026-03-13
LOT_202603_0114,4,CMP,EQP_CMP_02,RCP_CMP_03,2026-03-14
LOT_202603_0114,5,Inspection,EQP_INSP_03,RCP_INS_01,2026-03-15
LOT_202603_0115,1,Lithography,EQP_LITHO_03,RCP_LIT_01,2026-03-12
LOT_202603_0115,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-13
LOT_202603_0115,3,Deposition,EQP_DEP_03,RCP_DEP_04,2026-03-14
LOT_202603_0115,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-15
LOT_202603_0115,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-16
LOT_202603_0116,1,Lithography,EQP_LITHO_04,RCP_LIT_02,2026-03-13
LOT_202603_0116,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-14
LOT_202603_0116,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-15
LOT_202603_0116,4,CMP,EQP_CMP_02,RCP_CMP_02,2026-03-16
LOT_202603_0116,5,Inspection,EQP_INSP_01,RCP_INS_01,2026-03-17
LOT_202603_0117,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-12
LOT_202603_0117,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-13
LOT_202603_0117,3,Deposition,EQP_DEP_03,RCP_DEP_03,2026-03-14
LOT_202603_0117,4,CMP,EQP_CMP_03,RCP_CMP_02,2026-03-15
LOT_202603_0117,5,Inspection,EQP_INSP_02,RCP_INS_02,2026-03-16
LOT_202603_0118,1,Lithography,EQP_LITHO_04,RCP_LIT_01,2026-03-14
LOT_202603_0118,2,Etch,EQP_ETCH_01,RCP_ETC_03,2026-03-15
LOT_202603_0118,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-16
LOT_202603_0118,4,CMP,EQP_CMP_03,RCP_CMP_01,2026-03-17
LOT_202603_0118,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-18
LOT_202603_0119,1,Lithography,EQP_LITHO_03,RCP_LIT_01,2026-03-02
LOT_202603_0119,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-03
LOT_202603_0119,3,Deposition,EQP_DEP_01,RCP_DEP_04,2026-03-04
LOT_202603_0119,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-05
LOT_202603_0119,5,Inspection,EQP_INSP_02,RCP_INS_03,2026-03-06
LOT_202603_0120,1,Lithography,EQP_LITHO_01,RCP_LIT_03,2026-03-19
LOT_202603_0120,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-20
LOT_202603_0120,3,Deposition,EQP_DEP_02,RCP_DEP_02,2026-03-21
LOT_202603_0120,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-22
LOT_202603_0120,5,Inspection,EQP_INSP_01,RCP_INS_04,2026-03-23
LOT_202603_0121,1,Lithography,EQP_LITHO_02,RCP_LIT_03,2026-03-18
LOT_202603_0121,2,Etch,EQP_ETCH_03,RCP_ETC_02,2026-03-19
LOT_202603_0121,3,Deposition,EQP_DEP_03,RCP_DEP_01,2026-03-20
LOT_202603_0121,4,CMP,EQP_CMP_03,RCP_CMP_03,2026-03-21
LOT_202603_0121,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-22
LOT_202603_0122,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-03
LOT_202603_0122,2,Etch,EQP_ETCH_04,RCP_ETC_04,2026-03-04
LOT_202603_0122,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-05
LOT_202603_0122,4,CMP,EQP_CMP_02,RCP_CMP_01,2026-03-06
LOT_202603_0122,5,Inspection,EQP_INSP_01,RCP_INS_02,2026-03-07
LOT_202603_0123,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-23
LOT_202603_0123,2,Etch,EQP_ETCH_02,RCP_ETC_02,2026-03-24
LOT_202603_0123,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-25
LOT_202603_0123,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-26
LOT_202603_0123,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-27
LOT_202603_0124,1,Lithography,EQP_LITHO_02,RCP_LIT_02,2026-03-17
LOT_202603_0124,2,Etch,EQP_ETCH_04,RCP_ETC_01,2026-03-18
LOT_202603_0124,3,Deposition,EQP_DEP_02,RCP_DEP_03,2026-03-19
LOT_202603_0124,4,CMP,EQP_CMP_01,RCP_CMP_04,2026-03-20
LOT_202603_0124,5,Inspection,EQP_INSP_02,RCP_INS_04,2026-03-21
LOT_202603_0125,1,Lithography,EQP_LITHO_03,RCP_LIT_03,2026-03-26
LOT_202603_0125,2,Etch,EQP_ETCH_02,RCP_ETC_03,2026-03-27
LOT_202603_0125,3,Deposition,EQP_DEP_02,RCP_DEP_01,2026-03-28
LOT_202603_0125,4,CMP,EQP_CMP_03,RCP_CMP_02,2026-03-29
LOT_202603_0125,5,Inspection,EQP_INSP_01,RCP_INS_03,2026-03-30
LOT_202603_0126,1,Lithography,EQP_LITHO_01,RCP_LIT_02,2026-03-08
LOT_202603_0126,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-09
LOT_202603_0126,3,Deposition,EQP_DEP_02,RCP_DEP_04,2026-03-10
LOT_202603_0126,4,CMP,EQP_CMP_01,RCP_CMP_03,2026-03-11
LOT_202603_0126,5,Inspection,EQP_INSP_03,RCP_INS_04,2026-03-12
LOT_202603_0127,1,Lithography,EQP_LITHO_03,RCP_LIT_02,2026-03-26
LOT_202603_0127,2,Etch,EQP_ETCH_01,RCP_ETC_01,2026-03-27
LOT_202603_0127,3,Deposition,EQP_DEP_01,RCP_DEP_02,2026-03-28
LOT_202603_0127,4,CMP,EQP_CMP_01,RCP_CMP_02,2026-03-29
LOT_202603_0127,5,Inspection,EQP_INSP_03,RCP_INS_03,2026-03-30
